66049,15146,1.0
79023,37006,0.07512648674547369
79023,58091,0.3144179700146776
79023,15146,0.44905941079613954
79023,1272,0.05506307194619897
79023,48017,0.05424456447677583
79023,27042,0.052088496020734364
63049,58091,0.13956722274490008
63049,15146,0.40041855021914224
63049,1272,0.12993138897175244
63049,82053,0.18296243603570528
63049,27042,0.14712040202849996
37006,79023,0.09383080860421476
37006,58091,0.13024033233984586
37006,72006,0.19298743417545158
37006,92009,0.15445977594991847
37006,82053,0.4284816489305693
32006,58091,1.0
58091,79023,0.06166358906844285
58091,63049,0.02566779696281861
58091,37006,0.021093460634394785
58091,32006,0.023782136537742356
58091,10025,0.03146001917407966
58091,15146,0.10510767707549547
58091,1272,0.05012524135753919
58091,72006,0.11262197916321016
58091,92009,0.15394310733090175
58091,82053,0.3212336340979349
58091,48017,0.03258607036295331
58091,27042,0.06071528823448698
10025,58091,1.0
15146,66049,0.017851056293316046
15146,79023,0.09815359909260074
15146,63049,0.08183912567346038
15146,58091,0.11414192816613503
15146,72006,0.17402302296472466
15146,92009,0.2022709805048554
15146,82053,0.31172028730490775
1272,79023,0.0727266122779794
1272,63049,0.15502819138128118
1272,58091,0.3073797056109192
1272,72006,0.12272076626978136
1272,82053,0.34214472446003885
72006,37006,0.08560621123244228
72006,58091,0.3149852740822869
72006,15146,0.45136284524123177
72006,1272,0.05265384837642717
72006,48017,0.06283907074415102
72006,27042,0.03255275032346088
92009,37006,0.06187665751996689
92009,58091,0.38056505143102415
92009,15146,0.4674991404438157
92009,48017,0.03686390104920603
92009,27042,0.05319524955598722
82053,63049,0.03801824718511201
82053,37006,0.07560688765122166
82053,58091,0.3529318516380655
82053,15146,0.32039897727894584
82053,1272,0.05773848090207284
82053,48017,0.0579408206033618
82053,27042,0.09736473474122037
48017,79023,0.08137378205402768
48017,58091,0.25161430164175286
48017,72006,0.1712009885042254
48017,92009,0.11173498326318017
48017,82053,0.3840759445368139
27042,79023,0.04797743973361186
27042,63049,0.12852554262394558
27042,58091,0.27183261282738397
27042,72006,0.053181435235025484
27042,92009,0.09805347161489791
27042,82053,0.40042949796513516
